frame	cv1	cv2	energy	cluster
10570	57.907319	7.510058	0.017046	1
17390	58.717226	7.640995	0.017164	1
16219	58.778085	7.671099	0.017243	1
11076	58.778854	7.667009	0.017335	1
17482	57.957217	7.602404	0.017342	1
19221	57.565575	7.500888	0.017462	1
17298	58.053294	7.617410	0.017475	1
18435	57.647491	7.542459	0.017520	1
16580	58.275135	7.647615	0.017718	1
18229	58.500451	7.591150	0.017733	1
15317	58.045565	7.616655	0.017766	1
20089	58.213640	7.545054	0.017778	1
838	57.628072	7.538031	0.017779	1
16815	58.544931	7.599503	0.017809	1
18967	57.675346	7.550330	0.017990	1
17767	58.763375	7.682339	0.018081	1
16752	58.480643	7.586914	0.018118	1
19114	58.388009	7.570777	0.018250	1
18439	57.937991	7.600770	0.018391	1
18586	57.575724	7.524316	0.018475	1
17178	58.246697	7.645178	0.018530	1
16323	58.186971	7.637510	0.018543	1
17525	58.761508	7.650394	0.018555	1
15207	57.698385	7.556740	0.018601	1
10567	58.785526	7.682424	0.018708	1
16586	57.921690	7.598600	0.018749	1
18785	58.619221	7.682372	0.018822	1
11120	58.583425	7.605378	0.018860	1
15232	58.645300	7.618497	0.018906	1
18018	58.800592	7.665787	0.018908	1
16265	58.595505	7.680987	0.018910	1
17722	57.950787	7.511530	0.018983	1
18265	58.031791	7.520237	0.019075	1
11080	57.937053	7.601560	0.019075	1
18166	58.106900	7.627332	0.019136	1
10474	58.588498	7.680926	0.019161	1
1601	57.862893	7.502793	0.019198	1
10076	58.184206	7.638011	0.019220	1
17035	58.801751	7.682113	0.019230	1
17305	57.662137	7.550008	0.019275	1
17087	58.650068	7.685007	0.019296	1
10265	57.755459	7.494220	0.019364	1
17829	57.545182	7.516459	0.019382	1
19546	57.600643	7.488866	0.019433	1
18707	58.777848	7.686667	0.019460	1
10457	58.681815	7.686856	0.019494	1
18460	57.947059	7.603862	0.019585	1
16955	57.550748	7.491295	0.019592	1
10057	58.277848	7.650464	0.019647	1
20337	57.524171	7.497981	0.019695	1
10699	58.487495	7.673390	0.019739	1
18239	58.267386	7.649411	0.019828	1
16318	58.477970	7.672639	0.019844	1
16338	57.575578	7.529118	0.019873	1
10438	58.337496	7.657875	0.019913	1
15590	58.817108	7.682877	0.019959	1
18603	57.562525	7.488176	0.020134	1
20227	57.867891	7.591652	0.020253	1
20287	58.102542	7.527139	0.020284	1
17433	57.993329	7.612087	0.020318	1
10653	57.515690	7.508291	0.020502	1
18645	57.607294	7.485852	0.020619	1
17324	58.003343	7.614032	0.020641	1
14959	58.818728	7.662987	0.020780	1
18661	58.260606	7.650029	0.021000	1
17590	58.632809	7.687106	0.021033	1
17795	58.827137	7.688278	0.021172	1
17554	57.734293	7.489884	0.021173	1
17168	58.613321	7.686025	0.021181	1
19487	58.082712	7.523499	0.021231	1
19025	58.290463	7.551469	0.021325	1
10822	57.582523	7.484138	0.021342	1
18353	58.749630	7.638532	0.021390	1
10562	57.532806	7.485826	0.021450	1
10412	58.682519	7.690803	0.021497	1
10617	58.848102	7.675355	0.021525	1
10053	58.428464	7.572918	0.021555	1
17095	57.625795	7.546265	0.021564	1
15727	57.542541	7.524257	0.021590	1
18054	58.783707	7.693343	0.021622	1
10823	57.512854	7.513721	0.021624	1
17556	57.517955	7.486486	0.021692	1
18154	57.641456	7.550397	0.021853	1
11071	57.582250	7.536228	0.021859	1
18429	57.497717	7.489571	0.021869	1
18817	58.839550	7.665664	0.022089	1
17544	57.808024	7.583745	0.022107	1
21135	58.299992	7.551865	0.022142	1
18823	58.438230	7.671785	0.022153	1
19893	57.482501	7.494272	0.022229	1
18410	58.791430	7.695098	0.022312	1
1427	58.101000	7.524404	0.022332	1
17497	57.633221	7.549540	0.022381	1
18021	57.494697	7.509517	0.022403	1
17010	58.488380	7.677215	0.022450	1
10994	57.548431	7.481867	0.022459	1
10890	58.819460	7.694495	0.022460	1
10330	58.660476	7.691282	0.022478	1
17699	58.515247	7.586709	0.022512	1
18083	58.568333	7.684575	0.022527	1
19841	57.682048	7.484573	0.022546	1
10934	57.479629	7.491489	0.022557	1
19722	58.628332	7.608200	0.022670	1
17808	57.774879	7.490432	0.022699	1
19066	57.496480	7.485147	0.022714	1
19111	58.842453	7.693884	0.022845	1
16406	57.943874	7.505613	0.022930	1
1110	57.913371	7.502461	0.022947	1
10215	58.498919	7.583175	0.022955	1
18191	58.849428	7.693574	0.022989	1
10465	57.634786	7.481618	0.023005	1
18200	57.685663	7.561813	0.023014	1
10668	58.572247	7.685614	0.023025	1
17620	58.507560	7.679862	0.023058	1
10941	57.594032	7.541938	0.023144	1
10073	58.694845	7.694477	0.023192	1
17601	57.594289	7.542137	0.023213	1
19891	57.506058	7.481233	0.023419	1
1011	58.252637	7.543397	0.023422	1
10271	58.464818	7.576598	0.023431	1
18782	58.448355	7.674531	0.023492	1
18771	57.462427	7.494282	0.023502	1
16843	57.507130	7.519032	0.023546	1
17607	58.837795	7.658941	0.023560	1
16856	58.428850	7.672572	0.023563	1
15159	58.723383	7.627354	0.023603	1
17872	58.708256	7.695946	0.023635	1
18558	58.094626	7.631070	0.023669	1
10886	58.004465	7.617898	0.023685	1
17948	58.885387	7.684398	0.023793	1
17650	58.750243	7.698101	0.023846	1
18307	58.097605	7.522167	0.023852	1
16214	58.847055	7.661023	0.023907	1
11141	58.886112	7.681557	0.023919	1
18829	57.540905	7.530627	0.024131	1
15669	58.519538	7.682403	0.024131	1
19051	58.845260	7.659551	0.024150	1
875	57.500754	7.479180	0.024172	1
18374	57.703873	7.567274	0.024203	1
17244	58.879849	7.694378	0.024286	1
18541	58.892433	7.683609	0.024292	1
19227	58.360448	7.666012	0.024402	1
715	58.524202	7.585726	0.024415	1
10533	57.521726	7.526104	0.024455	1
19091	57.923901	7.501634	0.024469	1
10461	58.023165	7.621649	0.024504	1
18748	57.533394	7.529552	0.024537	1
16132	57.635715	7.553926	0.024570	1
1474	58.255904	7.542463	0.024612	1
10167	58.643429	7.608242	0.024618	1
10664	57.986591	7.616294	0.024640	1
10140	57.455538	7.502504	0.024650	1
18104	57.610343	7.477659	0.024710	1
17138	58.295300	7.658726	0.024766	1
10678	57.468735	7.509630	0.024811	1
10045	57.604170	7.547597	0.024907	1
18896	57.622927	7.551808	0.024951	1
17608	57.817899	7.490837	0.025004	1
16851	58.085722	7.631326	0.025014	1
588	58.267228	7.543600	0.025035	1
17202	57.576822	7.476010	0.025080	1
10543	58.696065	7.697819	0.025156	1
15927	57.440284	7.486415	0.025196	1
17745	57.768379	7.580917	0.025293	1
18363	58.513899	7.582718	0.025305	1
17626	58.671960	7.612844	0.025462	1
10778	58.451440	7.571633	0.025563	1
10117	57.459955	7.509419	0.025620	1
16973	57.829511	7.592240	0.025746	1
18472	57.438912	7.500395	0.025790	1
20636	57.514631	7.474241	0.025793	1
11157	57.904670	7.604836	0.025845	1
2306	57.753786	7.484409	0.025861	1
10060	58.328304	7.551611	0.025916	1
10211	58.887855	7.701101	0.025979	1
17724	57.926352	7.608596	0.026098	1
17338	58.651500	7.696302	0.026140	1
17438	58.892450	7.669913	0.026165	1
18315	57.816063	7.590498	0.026208	1
18922	57.940596	7.501163	0.026329	1
10647	58.428258	7.675823	0.026345	1
10686	58.553510	7.688549	0.026464	1
17585	58.411167	7.563823	0.026552	1
10591	57.723443	7.574383	0.026602	1
1827	57.510894	7.472025	0.026783	1
18208	58.716130	7.701686	0.026848	1
3760	57.957922	7.502313	0.026946	1
18396	58.666631	7.609371	0.027036	1
15639	58.021582	7.624245	0.027046	1
19149	57.878824	7.493956	0.027082	1
11152	57.430331	7.476727	0.027108	1
10771	58.003212	7.621596	0.027128	1
17456	57.598422	7.550352	0.027301	1
18106	57.864429	7.600000	0.027336	1
10860	57.826878	7.593790	0.027404	1
17622	58.917121	7.702941	0.027430	1
18879	57.950436	7.500903	0.027473	1
18151	57.732268	7.577285	0.027570	1
2218	57.405444	7.490614	0.027579	1
17131	58.393021	7.673395	0.027646	1
839	58.625222	7.696421	0.027728	1
19070	57.645572	7.560889	0.027766	1
18993	57.450267	7.471659	0.027816	1
19243	57.587148	7.471370	0.027896	1
10939	58.680368	7.610908	0.027916	1
1222	57.919078	7.609686	0.028091	1
15895	58.563284	7.587991	0.028130	1
10734	57.431013	7.507694	0.028136	1
19668	58.099670	7.517543	0.028189	1
10423	58.155065	7.644434	0.028250	1
17450	57.782294	7.587107	0.028250	1
1532	57.496160	7.468757	0.028342	1
1182	57.395800	7.480706	0.028355	1
4406	57.511378	7.468667	0.028385	1
20104	58.443180	7.679795	0.028430	1
17755	58.884226	7.709403	0.028572	1
187	57.835421	7.596674	0.028643	1
19623	57.941635	7.498609	0.028673	1
18832	58.940608	7.679601	0.028828	1
17352	58.934719	7.676669	0.028859	1
11069	57.571879	7.547090	0.028883	1
15251	58.663483	7.701187	0.029035	1
1164	58.305445	7.664759	0.029187	1
10572	58.764617	7.627087	0.029224	1
1446	57.893917	7.492874	0.029339	1
18116	57.493227	7.529342	0.029340	1
18176	58.060820	7.632447	0.029386	1
18219	58.950854	7.705650	0.029402	1
19131	58.966410	7.695107	0.029442	1
19274	57.927382	7.612485	0.029463	1
10254	57.866398	7.602736	0.029475	1
18729	57.377853	7.482796	0.029494	1
163	57.383900	7.476415	0.029509	1
18304	58.753904	7.624024	0.029642	1
982	57.517168	7.466273	0.029687	1
19021	58.470266	7.569861	0.029725	1
16978	58.294414	7.664244	0.029996	1
18085	57.513483	7.535612	0.030015	1
1090	57.390927	7.498617	0.030024	1
2920	58.364319	7.552319	0.030215	1
17180	58.074274	7.635277	0.030270	1
458	58.123665	7.518325	0.030317	1
2337	57.364289	7.480873	0.030520	1
19226	57.938384	7.615333	0.030533	1
10799	58.653397	7.702432	0.030619	1
11029	58.083799	7.637030	0.030667	1
19525	57.362126	7.479881	0.030696	1
18840	58.971862	7.685962	0.030729	1
19265	58.975208	7.706586	0.030770	1
16253	57.532830	7.464667	0.030839	1
15666	58.971045	7.708645	0.030903	1
18463	57.737821	7.582395	0.030912	1
18701	58.628499	7.596527	0.030999	1
16511	58.984678	7.693248	0.031004	1
18797	57.502613	7.463372	0.031171	1
10569	57.370577	7.494778	0.031284	1
17655	58.893536	7.715627	0.031311	1
15805	58.157103	7.521613	0.031337	1
11189	57.356489	7.475078	0.031352	1
583	58.076685	7.511340	0.031368	1
18697	58.883724	7.716053	0.031531	1
2274	57.365432	7.469691	0.031582	1
18630	57.350330	7.480084	0.031589	1
18065	57.447044	7.521747	0.031592	1
18480	58.811883	7.714164	0.031612	1
17238	58.393574	7.677675	0.031613	1
18404	58.814056	7.714356	0.031672	1
2112	57.573595	7.464771	0.031812	1
11009	57.440278	7.520442	0.031851	1
18814	57.399182	7.508402	0.031956	1
20032	57.673013	7.470226	0.032201	1
205	57.720256	7.473730	0.032247	1
1052	58.084383	7.638771	0.032339	1
17261	58.902418	7.718083	0.032492	1
17481	58.177689	7.652014	0.032775	1
10541	58.793929	7.715082	0.032805	1
18813	58.034605	7.632108	0.032829	1
17789	58.005726	7.627883	0.032845	1
17571	58.936021	7.664571	0.032897	1
10472	57.490538	7.460074	0.032957	1
15301	58.646101	7.704866	0.033131	1
10334	57.495538	7.536657	0.033134	1
18609	58.766204	7.621520	0.033149	1
19508	57.688490	7.576107	0.033181	1
17149	58.898128	7.719791	0.033376	1
18086	58.885078	7.719593	0.033383	1
17645	58.934999	7.663097	0.033390	1
11177	58.399927	7.554500	0.033391	1
20003	57.345220	7.465736	0.033415	1
10162	58.676254	7.707774	0.033455	1
19484	59.019489	7.705398	0.033483	1
19995	57.473818	7.458824	0.033513	1
10037	57.386184	7.460233	0.033518	1
19081	58.706842	7.608411	0.033707	1
11047	58.199542	7.655864	0.033767	1
19842	57.443003	7.458098	0.033783	1
19255	57.324254	7.472077	0.033791	1
20040	57.536374	7.460127	0.033869	1
19223	57.322562	7.479869	0.033884	1
10095	58.744156	7.615818	0.033890	1
10610	57.602845	7.560669	0.033922	1
17797	57.862325	7.606983	0.034118	1
848	58.946085	7.664405	0.034280	1
19916	58.838016	7.719498	0.034289	1
16112	57.476931	7.534272	0.034349	1
1431	57.901737	7.488217	0.034454	1
1404	58.055533	7.505642	0.034465	1
17856	57.863710	7.607854	0.034760	1
10670	58.764014	7.716031	0.034826	1
18633	58.437549	7.685963	0.034918	1
10174	57.735904	7.586598	0.034943	1
17867	58.166353	7.652592	0.034979	1
17521	57.315418	7.484182	0.034988	1
18190	59.040636	7.706528	0.035122	1
16515	57.487226	7.537905	0.035149	1
193	57.451534	7.455713	0.035149	1
16100	57.781552	7.475690	0.035156	1
17651	59.043126	7.703768	0.035388	1
10022	58.872519	7.642354	0.035482	1
15605	57.525632	7.546934	0.035543	1
17875	58.811020	7.720030	0.035623	1
20010	57.299199	7.470552	0.035729	1
104	58.134031	7.514222	0.035763	1
11077	57.369605	7.508750	0.035792	1
18252	58.743034	7.715790	0.035799	1
17614	57.475856	7.536316	0.035811	1
17911	58.190908	7.656685	0.035857	1
15216	59.049673	7.712859	0.036059	1
17863	58.942462	7.725272	0.036069	1
19092	57.302062	7.483371	0.036211	1
10608	58.390115	7.550116	0.036213	1
10726	58.635128	7.707428	0.036262	1
17688	58.149533	7.651587	0.036349	1
18613	57.946088	7.622372	0.036427	1
15162	59.052105	7.700773	0.036444	1
10002	58.506359	7.694977	0.036480	1
17212	58.945294	7.726154	0.036523	1
17680	58.874264	7.641108	0.036525	1
11030	57.459412	7.533678	0.036567	1
18407	57.416994	7.523414	0.036588	1
10642	57.430812	7.452966	0.036629	1
870	57.354469	7.454137	0.036731	1
19795	57.300797	7.486206	0.036861	1
19145	58.244097	7.527977	0.036875	1
18714	57.307079	7.458762	0.036940	1
10032	58.407591	7.551914	0.037148	1
1066	57.348924	7.453360	0.037188	1
2544	57.399981	7.451688	0.037310	1
11158	57.466519	7.536456	0.037324	1
10048	58.913331	7.727232	0.037436	1
18672	59.062631	7.701002	0.037451	1
18842	57.944208	7.489814	0.037466	1
20144	57.615185	7.459840	0.037474	1
19662	58.212601	7.661202	0.037678	1
17923	58.631694	7.708740	0.037783	1
18998	57.292240	7.486432	0.037855	1
19575	57.580844	7.561219	0.037893	1
16708	57.436744	7.450921	0.037930	1
18261	57.598786	7.564817	0.037986	1
18317	58.567972	7.702879	0.038054	1
17153	57.798910	7.600621	0.038141	1
10089	58.555813	7.701754	0.038153	1
19024	58.538041	7.572230	0.038154	1
10722	59.076242	7.715636	0.038164	1
10884	57.535245	7.552519	0.038256	1
10379	59.078868	7.713879	0.038277	1
10129	58.992416	7.669373	0.038360	1
10847	58.101564	7.646844	0.038400	1
16780	57.666231	7.462420	0.038455	1
17418	59.069540	7.722202	0.038544	1
10587	58.541011	7.572314	0.038568	1
10415	57.401541	7.449301	0.038665	1
18926	57.741238	7.591530	0.038786	1
827	57.360772	7.449219	0.038893	1
17871	57.972897	7.628719	0.038909	1
17816	58.916471	7.647624	0.038936	1
16264	58.853889	7.632571	0.039097	1
18234	59.087797	7.717103	0.039119	1
17687	58.946345	7.731038	0.039256	1
10577	58.083402	7.504512	0.039267	1
19565	57.719210	7.588262	0.039322	1
16465	57.295229	7.493027	0.039336	1
20278	58.316029	7.535860	0.039452	1
18514	57.710050	7.586853	0.039509	1
18663	59.008020	7.731583	0.039509	1
16079	58.575881	7.577335	0.039551	1
16250	57.709585	7.464663	0.039633	1
18347	57.604347	7.567765	0.039644	1
17597	59.095892	7.717651	0.039768	1
15986	57.819439	7.474560	0.039773	1
18752	58.088794	7.646339	0.039846	1
16521	57.345515	7.510401	0.039862	1
20024	58.018399	7.495961	0.039977	1
402	57.783819	7.470875	0.040043	1
18726	58.631294	7.711071	0.040079	1
18381	58.256726	7.526708	0.040144	1
17222	59.002513	7.733029	0.040166	1
10091	59.042931	7.732689	0.040585	1
17676	59.106075	7.717966	0.040585	1
17445	58.674793	7.594139	0.040587	1
11096	57.395095	7.524785	0.040696	1
18775	58.383801	7.685212	0.040712	1
17690	58.293545	7.674351	0.040832	1
18290	58.296333	7.674859	0.041016	1
19059	59.049541	7.733424	0.041037	1
18293	58.645036	7.588150	0.041040	1
19098	57.914222	7.621754	0.041059	1
14899	58.672716	7.593197	0.041101	1
19015	58.375284	7.684660	0.041226	1
17339	58.427762	7.551168	0.041231	1
10846	59.106206	7.726073	0.041404	1
10735	59.114552	7.721029	0.041411	1
16256	59.085450	7.694111	0.041433	1
17538	58.031783	7.639629	0.041457	1
19019	58.405800	7.688470	0.041477	1
16310	57.743444	7.465613	0.041610	1
18744	57.267836	7.448827	0.041628	1
11134	58.872252	7.731555	0.041680	1
18465	58.229071	7.666893	0.041710	1
16789	57.722713	7.463669	0.041715	1
18631	58.747927	7.723028	0.041743	1
18738	57.743510	7.594831	0.041755	1
18388	57.609318	7.571027	0.041784	1
18872	57.253240	7.450557	0.041814	1
224	57.228107	7.460555	0.041865	1
18917	58.185079	7.661242	0.041866	1
19980	57.771588	7.467734	0.042084	1
10270	58.895862	7.733380	0.042112	1
10787	57.246507	7.482246	0.042148	1
18479	57.310788	7.505588	0.042445	1
16773	59.049605	7.736821	0.042506	1
11112	58.746030	7.723737	0.042544	1
