frame	cv1	cv2	energy	cluster
7780	53.239870	6.926256	1.079323	1
2394	53.319018	7.066640	1.079363	1
18791	55.691823	7.584319	1.079383	1
19464	55.389553	7.533872	1.079383	1
1003	58.559772	7.253687	1.079571	1
4094	58.961028	7.308288	1.079677	1
10300	63.135420	8.277767	1.079687	1
12701	63.118150	8.257881	1.079762	1
8568	53.187078	6.956369	1.079764	1
3931	56.443582	7.024447	1.079848	1
19412	54.505449	7.371281	1.080269	1
14060	61.004622	8.274948	1.080485	1
4440	59.064792	7.322919	1.080523	1
20142	56.493924	7.709438	1.080650	1
4985	59.758222	7.429285	1.080712	1
8241	53.708500	6.881194	1.080806	1
19108	53.460693	7.118886	1.080850	1
15399	62.888832	8.142322	1.080862	1
19331	55.623758	7.573460	1.080954	1
3622	57.449407	7.121706	1.081057	1
2963	57.178374	7.093498	1.081078	1
15576	54.689736	7.407724	1.081089	1
10372	56.027958	7.638410	1.081110	1
20453	61.576774	7.782256	1.081132	1
20273	59.129286	7.332117	1.081254	1
13189	62.933544	8.371407	1.081263	1
14053	63.092036	8.236075	1.081269	1
2193	59.107970	7.329012	1.081295	1
13763	62.393685	8.377182	1.081306	1
13335	61.564595	8.325816	1.081589	1
12859	62.581714	8.381628	1.081604	1
13772	60.040969	8.172421	1.081715	1
13720	62.856074	8.377279	1.081921	1
19561	54.763151	7.422081	1.082393	1
17268	58.652812	8.004726	1.082635	1
18128	55.177193	7.497821	1.082896	1
3399	59.859852	7.445538	1.083233	1
17632	57.986038	7.918441	1.083307	1
7038	53.173517	6.967122	1.083348	1
18186	53.929867	7.247199	1.083372	1
9919	59.160242	8.068230	1.083453	1
11491	63.105762	8.242451	1.083553	1
8273	58.754955	7.279022	1.083584	1
19628	53.418549	7.106472	1.083605	1
10628	60.777374	8.252755	1.083688	1
13520	63.120046	8.335136	1.083990	1
11354	62.795259	8.380796	1.084052	1
7036	53.475005	6.888781	1.084080	1
10932	54.494598	7.370110	1.084112	1
3529	59.287638	7.354956	1.084147	1
14765	63.037670	8.202907	1.084200	1
12943	62.742886	8.382180	1.084256	1
13459	58.988189	8.047109	1.084289	1
17251	54.786720	7.427052	1.084513	1
9915	55.546013	6.953045	1.084592	1
18833	53.351667	7.083302	1.084623	1
12871	60.675486	8.242378	1.084653	1
13708	63.095566	8.234212	1.084755	1
7916	53.436092	6.891250	1.084778	1
1903	58.971625	7.308824	1.084859	1
4490	60.425593	7.544388	1.085081	1
21377	54.597328	6.897997	1.085170	1
12386	63.126766	8.256023	1.085241	1
13234	60.109469	8.180819	1.085482	1
6592	53.288429	6.908613	1.085583	1
10061	63.146777	8.275971	1.085679	1
16745	53.548794	7.148498	1.085802	1
17020	62.799635	8.381500	1.086066	1
9989	58.261965	7.955081	1.086173	1
7233	55.041548	6.920529	1.086182	1
4937	59.960145	7.461762	1.086270	1
11133	62.054912	8.362211	1.086440	1
11950	62.555279	8.382858	1.086457	1
12089	63.067862	8.216285	1.086559	1
10744	63.115875	8.245555	1.086595	1
6493	53.329120	6.901140	1.087016	1
17993	54.858068	7.441035	1.087105	1
2619	59.596958	7.401997	1.087407	1
8883	56.512428	7.029135	1.087434	1
17643	55.086374	7.482721	1.087479	1
10885	62.868014	8.130728	1.087738	1
14005	61.134725	8.288849	1.087837	1
6842	53.379989	6.894428	1.088136	1
19061	54.248142	7.320246	1.088246	1
11768	60.608838	8.236011	1.088304	1
14087	62.566009	8.383642	1.088366	1
16566	54.775829	7.425922	1.088379	1
18854	55.140446	7.492564	1.088524	1
16323	54.503951	7.373155	1.088587	1
3757	59.800558	7.434624	1.088672	1
10184	60.182291	8.189550	1.088673	1
18109	53.159850	6.970147	1.088692	1
13040	63.018281	8.366025	1.088831	1
13388	63.064690	8.212439	1.088908	1
2912	60.012457	7.470059	1.089219	1
2778	60.102431	7.485569	1.089252	1
8304	56.150790	6.997956	1.089426	1
13876	62.660098	8.384837	1.089600	1
10345	59.288539	8.084903	1.089657	1
15484	62.311640	7.960989	1.089690	1
2015	57.971395	7.178695	1.089982	1
13833	62.995979	8.179063	1.090438	1
16211	53.174991	6.938442	1.090667	1
22235	62.642367	8.054956	1.090681	1
9354	55.810501	6.971010	1.090689	1
7621	53.154144	6.963234	1.090952	1
11532	60.553352	8.230599	1.091089	1
4790	57.979141	7.179412	1.091091	1
8373	54.259672	6.883749	1.091333	1
21152	60.161870	7.495440	1.091718	1
12705	61.697061	8.338549	1.091863	1
12139	60.367204	8.210602	1.091919	1
10401	59.766793	8.142453	1.092164	1
8636	55.534589	6.950760	1.092175	1
21285	57.228997	7.096696	1.092276	1
4420	59.990402	7.465611	1.092533	1
8120	55.396202	6.941238	1.092741	1
17203	55.677651	7.584686	1.092928	1
12105	62.731379	8.081758	1.093005	1
8988	53.778223	6.875981	1.093050	1
19886	61.606576	7.785600	1.093489	1
3846	53.265541	7.055457	1.093920	1
12983	63.053636	8.202261	1.094324	1
502	60.714560	7.597052	1.094336	1
13124	61.491472	8.322302	1.094352	1
14647	63.149146	8.259566	1.094606	1
8894	53.181801	6.928167	1.094796	1
16452	54.806865	7.433347	1.095048	1
10832	61.954538	7.867576	1.095173	1
6626	53.147173	6.979867	1.095184	1
754	57.785382	7.156222	1.095451	1
18170	56.400682	7.698154	1.095495	1
11197	53.475349	7.131170	1.095566	1
8033	53.419099	6.886836	1.095656	1
4373	59.901160	7.449883	1.095770	1
2740	58.583439	7.253877	1.095790	1
3907	59.144660	7.331620	1.095852	1
1234	57.871914	7.166062	1.095889	1
7888	53.455508	6.884122	1.096049	1
7991	54.021950	6.876688	1.096126	1
15279	62.299938	7.955571	1.096127	1
2669	59.538132	7.391019	1.096157	1
16272	54.602781	7.394619	1.096189	1
12730	60.987535	8.276151	1.096218	1
21342	56.687486	7.043360	1.096354	1
7773	54.443099	6.888835	1.096423	1
9723	54.974336	6.914492	1.096444	1
19460	57.735964	7.150412	1.096697	1
12110	63.067051	8.206791	1.096741	1
11730	60.027213	8.173352	1.096883	1
18549	54.099561	7.290508	1.097010	1
9982	59.335819	8.091827	1.097073	1
260	59.420296	7.372532	1.097360	1
12549	60.987075	8.276325	1.097420	1
12826	62.648523	8.387513	1.097437	1
18684	54.486550	7.371992	1.097506	1
15268	62.590807	8.036554	1.097558	1
16181	55.537942	7.562600	1.097608	1
7248	54.038930	6.876548	1.097619	1
11903	62.183040	8.372252	1.097628	1
17514	55.524132	7.560311	1.097651	1
11409	59.642539	8.128707	1.097693	1
21513	62.053654	7.891302	1.097911	1
8801	54.410911	6.887220	1.097935	1
18738	62.840622	8.115609	1.097952	1
8256	54.753193	6.902351	1.098049	1
5488	55.294469	6.933512	1.098054	1
587	59.709321	7.417876	1.098061	1
8478	55.488103	6.946387	1.098094	1
10157	61.252264	8.301804	1.098187	1
8317	57.355969	7.108828	1.098187	1
1336	60.648047	7.583321	1.098198	1
10809	62.941024	8.151814	1.098251	1
17539	55.445585	7.547282	1.098282	1
13541	63.183802	8.308744	1.098287	1
8297	53.516149	6.879818	1.098322	1
11332	57.571963	7.865371	1.098366	1
1886	59.964418	7.459957	1.098584	1
3762	59.777221	7.428807	1.098593	1
4473	57.989148	7.179268	1.098656	1
11039	62.357453	8.380842	1.099066	1
19913	53.132863	6.963247	1.099154	1
8447	53.797096	6.873817	1.099176	1
1763	59.667411	7.410890	1.099286	1
15595	56.783760	7.755210	1.099328	1
21132	59.860190	7.442301	1.099483	1
10275	63.038835	8.370107	1.099529	1
12558	60.990301	8.277026	1.099529	1
2697	58.450958	7.235984	1.099553	1
19514	55.066123	7.481843	1.099846	1
13582	63.144186	8.345712	1.099971	1
20824	58.877587	7.292862	1.100034	1
13061	59.900321	8.159285	1.100092	1
13043	62.595386	8.387951	1.100355	1
8936	55.579152	6.952265	1.100474	1
1724	60.547171	7.563617	1.100551	1
12630	62.224490	8.375179	1.100653	1
2287	53.602690	7.170447	1.100758	1
12524	62.988433	8.376956	1.100795	1
10130	62.989546	8.376851	1.100806	1
10208	61.183946	8.296005	1.101200	1
10803	62.923134	8.382516	1.101297	1
20631	59.181346	7.335965	1.101299	1
3036	58.746625	7.274670	1.101324	1
4864	59.565794	7.394353	1.101338	1
14214	63.070982	8.366202	1.101352	1
9720	54.768077	6.902353	1.101365	1
18943	53.224588	7.043379	1.101423	1
4568	58.217271	7.206263	1.101499	1
17648	54.553233	7.386246	1.101500	1
10295	60.857314	8.264076	1.101502	1
9366	56.156287	6.996163	1.101684	1
2174	60.138296	7.489159	1.101944	1
1786	59.912855	7.450587	1.101953	1
11585	60.998006	8.278240	1.102040	1
10337	60.056074	8.177505	1.102140	1
1047	60.043994	7.472753	1.102321	1
2526	59.324643	7.357029	1.102483	1
14667	59.678447	8.133786	1.102881	1
22528	61.618656	7.785678	1.103077	1
1112	60.167006	7.493897	1.103321	1
14036	63.056058	8.370102	1.103377	1
3195	59.934435	7.453909	1.103434	1
18033	54.506352	7.377541	1.103713	1
11929	63.123808	8.356467	1.103728	1
1363	59.652449	7.407590	1.103897	1
21358	57.066497	7.078287	1.103897	1
11104	62.649680	8.389715	1.103922	1
17011	63.039242	8.372913	1.103962	1
18631	55.671612	7.585886	1.104032	1
2538	59.066628	7.318805	1.104067	1
13432	61.907529	8.356755	1.104233	1
12290	60.185812	8.192550	1.104377	1
10961	53.495631	7.141590	1.104450	1
20403	59.695340	7.414338	1.104558	1
12034	62.255578	8.377747	1.104603	1
11084	63.194891	8.289349	1.104663	1
11609	62.692255	8.390147	1.104694	1
10320	62.846682	8.387825	1.104866	1
14915	62.589828	8.033248	1.104940	1
16376	53.771284	7.216149	1.104963	1
9573	54.190748	6.878022	1.105110	1
11082	63.142025	8.239946	1.105190	1
19499	55.201995	7.507093	1.105703	1
10980	63.199950	8.295162	1.105873	1
9418	53.116640	6.969155	1.105889	1
15817	63.155736	8.348375	1.105926	1
11858	59.794680	8.147939	1.105940	1
15127	62.034505	7.883972	1.105950	1
19416	54.946109	7.461573	1.105952	1
7055	53.406465	6.882424	1.106032	1
2485	60.115735	7.484365	1.106076	1
7856	57.361671	7.108058	1.106084	1
13512	61.633310	8.336487	1.106206	1
16509	53.317763	7.084904	1.106269	1
14366	63.178698	8.337955	1.106321	1
14281	63.182781	8.335415	1.106350	1
11913	62.426669	8.385492	1.106390	1
6823	53.568295	7.163325	1.106398	1
6982	53.113821	6.963435	1.106610	1
4506	58.829518	7.285010	1.106702	1
20507	60.706824	7.592681	1.106795	1
17114	55.525612	7.562423	1.106917	1
2766	60.567407	7.565984	1.107024	1
3232	59.361333	7.361685	1.107145	1
4374	60.253551	7.508383	1.107200	1
19415	55.749142	7.599090	1.107256	1
4633	59.337015	7.357984	1.107284	1
9265	53.738276	6.871218	1.107330	1
21007	60.662197	7.583955	1.107337	1
19650	55.367557	7.535962	1.107436	1
11292	62.919530	8.385777	1.107698	1
10146	61.483828	8.324319	1.107762	1
14828	63.205917	8.309385	1.107828	1
7177	56.234316	7.001491	1.107947	1
22236	60.357670	7.526917	1.108115	1
16363	53.903833	7.249381	1.108259	1
11098	63.198884	8.283303	1.108310	1
10025	63.205359	8.316008	1.108336	1
2343	59.917255	7.450015	1.108414	1
9965	61.379854	8.315349	1.108459	1
7651	53.940999	6.871750	1.108486	1
1361	59.793543	7.429488	1.108582	1
12488	61.247846	8.303383	1.108691	1
2814	60.079979	7.477568	1.108991	1
11105	62.198348	8.375917	1.108998	1
18594	58.453233	7.983467	1.109409	1
2463	57.941829	7.171833	1.109423	1
15785	62.588533	8.031016	1.109522	1
20832	61.658697	7.793060	1.109525	1
17335	63.122285	8.362159	1.109614	1
15744	57.129913	7.806231	1.109697	1
12407	60.046979	8.177737	1.109907	1
9521	53.880598	6.870637	1.109931	1
1922	58.963494	7.303054	1.109986	1
9727	53.209410	6.903771	1.110230	1
10837	62.183416	8.375432	1.110308	1
19480	54.766233	7.429346	1.110379	1
11698	63.211795	8.302369	1.110456	1
6346	53.956174	6.871347	1.110522	1
11723	61.934736	8.360059	1.110596	1
241	55.186257	6.924079	1.110740	1
13620	61.723265	8.344589	1.110844	1
12869	60.330439	8.209733	1.110849	1
17727	55.704130	7.592551	1.111076	1
4177	59.701629	7.414051	1.111160	1
18690	60.182357	8.193308	1.111332	1
8405	55.450580	6.941185	1.111512	1
11562	59.131729	8.069160	1.111532	1
582	58.214822	7.204201	1.111542	1
115	53.349651	7.099349	1.111724	1
11591	63.215002	8.305158	1.111756	1
15834	60.896032	8.269816	1.111768	1
3864	59.865135	7.440633	1.111863	1
6164	53.208137	6.902610	1.111920	1
13882	63.214714	8.300128	1.111975	1
14847	60.886864	8.268959	1.112159	1
15487	62.760576	8.082216	1.112258	1
19265	55.644266	7.583061	1.112379	1
19422	55.303014	7.526020	1.112626	1
7220	53.428091	7.125361	1.113042	1
2742	59.801877	7.429958	1.113086	1
15386	63.188723	8.262783	1.113117	1
12649	63.101313	8.369411	1.113206	1
7625	55.541753	6.947160	1.113235	1
8849	54.204684	6.876249	1.113239	1
12719	63.020913	8.173874	1.113515	1
4960	58.591212	7.251701	1.113697	1
11924	59.776761	8.147095	1.113749	1
7784	53.263060	6.892050	1.113933	1
13687	62.162685	8.375171	1.113944	1
13734	61.972876	8.363420	1.114026	1
12910	63.156580	8.357167	1.114207	1
11000	55.473430	7.555193	1.114212	1
3889	56.027611	6.983432	1.114351	1
18082	53.940878	7.260016	1.114393	1
17215	63.200090	8.338833	1.114572	1
11152	62.683009	8.393555	1.114695	1
13571	63.220094	8.298070	1.114711	1
6330	53.519991	6.872499	1.114923	1
15623	56.220162	7.674350	1.114934	1
16007	56.647892	7.738159	1.114955	1
15673	56.565385	7.726067	1.114999	1
18371	58.171743	7.947900	1.115078	1
10505	62.615609	8.036691	1.115135	1
17235	57.875922	7.909007	1.115682	1
20665	60.987802	7.646312	1.115780	1
11461	62.879135	8.391265	1.115788	1
17052	55.371369	7.538351	1.115894	1
10091	59.584896	8.124784	1.116031	1
17494	58.886216	8.039410	1.116155	1
8286	56.793163	7.049716	1.116181	1
14531	62.796783	8.393603	1.116292	1
15905	54.036499	7.282334	1.116308	1
19652	53.809451	7.229581	1.116380	1
17985	55.562222	7.570423	1.116612	1
14235	63.217834	8.328864	1.116749	1
13509	63.225342	8.316470	1.116827	1
2157	53.454906	7.135406	1.116951	1
4414	60.249278	7.505557	1.116956	1
13775	63.183619	8.253182	1.117045	1
8924	54.587572	6.889986	1.117271	1
11196	55.559304	7.570100	1.117411	1
7308	53.268740	6.889036	1.117413	1
9826	55.342663	6.932703	1.117777	1
7750	53.185587	7.039867	1.117854	1
13217	63.182254	8.352663	1.118154	1
2311	60.066672	7.473388	1.118156	1
14107	63.228575	8.300678	1.118249	1
11688	63.183485	8.352304	1.118253	1
12908	62.878384	8.392391	1.118396	1
11117	57.034976	7.794330	1.118466	1
12542	62.640292	8.394555	1.118926	1
12209	62.893069	8.392080	1.118966	1
2746	58.109418	7.190074	1.118983	1
19882	60.438675	7.539350	1.119059	1
13309	62.109969	8.373349	1.119175	1
13670	63.105875	8.207171	1.119179	1
15967	53.998361	6.869402	1.119533	1
735	59.214179	7.337337	1.119821	1
16996	57.428258	7.849246	1.119823	1
10544	63.232899	8.314386	1.119842	1
9581	54.926646	6.906783	1.119876	1
12679	63.207631	8.343289	1.119942	1
11921	63.151321	8.364237	1.120153	1
11064	62.526986	8.392693	1.120444	1
7195	53.107241	6.924283	1.120451	1
16666	53.879737	7.247747	1.120481	1
13259	61.547334	8.332264	1.120519	1
8600	53.081612	6.945115	1.120575	1
14858	63.176313	8.357623	1.120719	1
14721	61.104597	8.292043	1.120757	1
8156	53.423811	6.874186	1.120782	1
15552	57.506423	7.860085	1.120796	1
12858	63.232156	8.323010	1.120845	1
20864	61.791249	7.820669	1.120865	1
8452	53.155915	7.028268	1.120903	1
19184	53.479455	7.144474	1.120906	1
12758	63.206944	8.265417	1.120974	1
9409	53.152135	6.907364	1.120980	1
20341	58.486740	7.236790	1.121024	1
10444	62.966818	8.389306	1.121273	1
14426	62.287984	8.383635	1.121342	1
14367	62.909297	8.392474	1.121444	1
16217	53.901812	7.253244	1.121494	1
11672	60.341506	8.212730	1.121533	1
12855	61.589114	8.335981	1.121586	1
7030	55.513393	6.943550	1.121651	1
10796	60.791609	8.260908	1.121726	1
19219	53.806895	7.230809	1.121738	1
10599	61.785176	7.818984	1.121759	1
19707	55.534915	7.566952	1.121860	1
14812	62.349277	8.386640	1.121903	1
16492	53.959523	7.266690	1.121924	1
18426	55.389726	7.542718	1.122053	1
2782	60.220466	7.499325	1.122316	1
4774	58.644297	7.257172	1.122391	1
16040	62.566244	8.394295	1.122461	1
16409	61.256398	7.700527	1.122565	1
17660	54.396464	7.360417	1.122619	1
436	59.965914	7.455323	1.122625	1
11378	59.522079	8.118329	1.122671	1
18096	55.327999	7.532401	1.122809	1
13982	62.843591	8.395215	1.122834	1
20234	55.974163	7.637811	1.122903	1
1700	57.931899	7.168334	1.122939	1
19864	54.484936	7.378214	1.123019	1
14253	63.016664	8.386386	1.123026	1
19260	53.645918	7.191008	1.123131	1
10006	60.468073	8.226875	1.123228	1
8907	54.214801	6.873924	1.123235	1
17071	54.134701	7.305974	1.123304	1
19750	54.453853	7.372112	1.123309	1
10593	62.697557	8.057761	1.123371	1
13284	62.701733	8.396715	1.123779	1
17955	56.741420	7.753275	1.123808	1
15190	62.832018	8.099876	1.123884	1
16939	59.908752	8.164124	1.124038	1
18055	53.740646	7.215397	1.124043	1
21397	55.616137	6.950367	1.124101	1
12614	62.977390	8.390039	1.124250	1
8301	53.990187	6.867802	1.124526	1
17167	58.593280	8.003757	1.124645	1
3586	60.502438	7.549909	1.124695	1
2143	58.887135	7.289710	1.124712	1
19626	54.337539	7.349008	1.124793	1
13374	62.192770	8.379524	1.124878	1
12480	63.237226	8.288742	1.125097	1
9911	56.755883	7.044656	1.125153	1
20562	60.585756	7.565385	1.125253	1
3640	58.757140	7.271783	1.125321	1
11256	62.806776	8.396856	1.125328	1
14878	63.242708	8.297606	1.125335	1
18515	63.162417	8.366095	1.125418	1
17193	63.126982	8.212137	1.125606	1
14640	62.570682	8.395405	1.125801	1
15421	62.616327	8.032498	1.126075	1
10687	60.029554	8.178373	1.126111	1
7912	53.145161	6.904146	1.126117	1
9928	54.673207	6.892034	1.126135	1
16320	53.443661	7.136407	1.126154	1
7811	54.890674	6.903410	1.126261	1
4914	59.450599	7.371662	1.126309	1
16526	55.183441	7.508303	1.126602	1
8778	53.064446	6.946242	1.126722	1
11028	62.802731	8.397442	1.126763	1
11571	62.801878	8.397608	1.127183	1
12044	61.381323	8.319077	1.127202	1
6938	53.069909	6.935116	1.127619	1
586	59.563131	7.388819	1.127850	1
7534	53.178198	6.895206	1.128172	1
13113	60.499810	8.231184	1.128411	1
9247	56.253922	6.999459	1.128443	1
7926	53.163548	7.039053	1.128516	1
20378	60.125126	7.481318	1.128673	1
12905	59.474813	8.113627	1.128842	1
2164	58.457408	7.231623	1.128944	1
14898	61.745093	8.350113	1.129180	1
14145	62.497048	8.394341	1.129236	1
8365	53.898653	6.864880	1.129323	1
9526	53.913647	6.865091	1.129326	1
19645	54.177144	7.316829	1.129474	1
18513	56.242736	7.680451	1.129762	1
15856	58.130231	7.944799	1.129890	1
18104	53.056708	6.965581	1.129943	1
14051	61.633441	8.341370	1.130171	1
7686	57.909474	7.164438	1.130406	1
4737	58.823034	7.279839	1.130467	1
11896	63.247639	8.334535	1.130586	1
13655	61.499609	8.330169	1.130625	1
5850	53.559390	6.865049	1.130727	1
7172	53.917657	6.864719	1.130781	1
689	57.375958	7.105253	1.131131	1
3522	58.643085	7.255434	1.131287	1
19237	63.212838	8.255142	1.131322	1
1756	58.940181	7.295828	1.131757	1
6991	53.688246	6.862994	1.131859	1
1411	60.941762	7.633171	1.131900	1
2845	55.820698	6.964063	1.131909	1
21389	57.479993	7.116181	1.131938	1
16476	55.204922	7.513165	1.131980	1
19465	53.108253	7.014620	1.132157	1
12239	60.851674	8.268892	1.132163	1
14254	63.165138	8.225794	1.132169	1
18765	57.450151	7.854247	1.132226	1
14791	63.156201	8.373195	1.132305	1
20842	60.483330	7.544703	1.132330	1
6345	53.683166	6.862820	1.132440	1
538	59.076779	7.315039	1.132515	1
14940	61.974433	7.861021	1.132516	1
17159	54.878668	7.455280	1.132544	1
14106	62.287643	8.386471	1.132588	1
9498	55.479233	6.939004	1.132902	1
17007	58.055451	7.935515	1.133235	1
4154	59.901494	7.442380	1.133355	1
12608	60.238394	8.203213	1.133410	1
12078	58.655885	8.013094	1.133534	1
14872	60.272090	8.207004	1.133564	1
19452	56.588523	7.732734	1.133886	1
20052	55.219449	7.516080	1.133899	1
19524	55.843620	7.619300	1.133947	1
10303	60.716425	8.255225	1.134117	1
11074	63.206312	8.247258	1.134286	1
11755	62.780518	8.400466	1.134594	1
678	59.782317	7.422482	1.134780	1
14011	61.487844	8.329973	1.134870	1
6985	55.319414	6.927789	1.134883	1
12118	62.058723	8.373814	1.134937	1
10288	60.405788	8.222051	1.135100	1
13771	63.179286	8.230646	1.135113	1
9752	54.452715	6.879794	1.135266	1
18641	55.647382	7.588049	1.135365	1
11675	63.258154	8.288170	1.135572	1
18824	55.712547	7.598648	1.135607	1
9856	53.605677	6.862361	1.135748	1
9979	54.573271	6.885053	1.135765	1
13193	61.179679	8.302001	1.135856	1
21347	57.724988	7.142422	1.135879	1
10835	63.192160	8.237027	1.135927	1
20521	61.301087	7.706648	1.136055	1
10790	63.146068	8.378125	1.136328	1
14774	61.817011	8.357139	1.136362	1
17997	54.179848	7.319349	1.136418	1
1459	60.285980	7.507989	1.136444	1
19821	55.942166	7.635314	1.136465	1
14070	63.229514	8.355915	1.136491	1
11662	61.181651	8.302311	1.136524	1
7162	55.032715	6.909420	1.136574	1
21229	59.342068	7.353193	1.136853	1
15839	59.673167	8.138567	1.136918	1
9993	59.833585	8.157437	1.136935	1
11566	62.405933	8.393103	1.137084	1
2191	61.178593	7.680463	1.137125	1
13313	63.192564	8.368793	1.137135	1
4457	60.146239	7.483227	1.137218	1
10962	60.858344	8.270497	1.137476	1
11581	59.879935	8.162934	1.137539	1
11834	61.206368	8.304873	1.137689	1
2694	59.625378	7.396724	1.137721	1
19830	53.039563	6.936823	1.137888	1
19647	53.865265	7.250044	1.137917	1
17021	62.594433	8.399604	1.137933	1
2599	58.749064	7.268442	1.137943	1
8451	54.488694	6.880710	1.137971	1
14433	63.251922	8.346628	1.138029	1
13783	56.648780	7.742254	1.138053	1
16999	60.542957	8.237459	1.138073	1
8938	53.149400	6.892702	1.138136	1
3377	53.039359	6.969512	1.138141	1
13467	60.177258	8.197196	1.138681	1
8606	53.603997	6.861263	1.138836	1
12615	61.784730	8.355215	1.138950	1
9804	56.854810	7.051611	1.138989	1
17996	56.763340	7.759017	1.138991	1
12068	61.907895	8.364415	1.139025	1
1771	59.257335	7.340141	1.139072	1
12508	63.150185	8.212401	1.139107	1
12182	63.229656	8.359099	1.139153	1
18180	55.123250	7.500464	1.139188	1
12624	63.204962	8.367438	1.139327	1
1984	57.593152	7.127194	1.139372	1
1557	60.560938	7.557586	1.139470	1
13867	62.795692	8.402138	1.139541	1
13030	61.582664	8.339015	1.139567	1
16273	53.960865	7.272471	1.139575	1
15668	55.308926	7.532622	1.139700	1
19065	54.881097	7.457345	1.139763	1
3573	56.394567	7.009482	1.139865	1
3569	59.333365	7.351247	1.140287	1
10252	62.182277	8.382640	1.140312	1
7237	54.097774	6.865933	1.140336	1
1787	57.711903	7.140181	1.140408	1
12015	63.215866	8.365345	1.140500	1
19	58.542789	7.240632	1.140504	1
11003	61.551817	8.336591	1.140546	1
13108	61.151095	8.300155	1.140765	1
10738	63.243773	8.355215	1.140817	1
9909	54.065337	6.864937	1.140820	1
18810	54.716952	7.427286	1.141035	1
13084	61.259223	8.310502	1.141237	1
9267	55.514706	6.939860	1.141381	1
10254	63.114928	8.386426	1.141768	1
13503	59.380007	8.104261	1.142135	1
11644	62.165891	8.382113	1.142145	1
15742	63.045580	8.165571	1.142471	1
20794	61.896014	7.839172	1.142555	1
10708	63.077802	8.391154	1.142606	1
11853	62.697566	8.402883	1.142652	1
12537	63.099568	8.187161	1.142713	1
14684	62.235215	8.386234	1.142815	1
10635	54.136327	7.311902	1.142868	1
1486	60.407582	7.528522	1.142943	1
9608	54.346845	6.873571	1.143179	1
12839	62.768229	8.070876	1.143221	1
12355	61.794020	8.356819	1.143232	1
20346	62.071622	7.881481	1.143496	1
2502	58.964710	7.297141	1.143555	1
14928	60.945108	7.631088	1.143612	1
8893	54.144133	7.313814	1.143747	1
9945	56.627682	7.029584	1.143755	1
3245	59.401175	7.360824	1.143812	1
13367	63.107326	8.388612	1.143833	1
10757	62.956334	8.131978	1.143964	1
13941	63.162393	8.214300	1.144049	1
3874	60.526460	7.550151	1.144062	1
13155	61.184186	8.303928	1.144087	1
13586	61.465353	8.329798	1.144200	1
3513	58.229103	7.200269	1.144311	1
7726	56.377303	7.007166	1.144516	1
19753	55.570906	7.577344	1.144536	1
13349	63.264392	8.275984	1.144583	1
8966	55.848820	6.963865	1.144695	1
18717	63.166271	8.215638	1.144709	1
14779	62.467899	8.397700	1.144999	1
7720	53.016645	6.955715	1.145073	1
20235	56.478247	7.718467	1.145302	1
11942	62.089965	8.378188	1.145346	1
21248	59.228110	7.334672	1.145353	1
17199	56.972787	7.790057	1.145690	1
14769	62.238907	8.387140	1.145721	1
13528	63.183404	8.223269	1.145724	1
8534	53.014961	6.943484	1.145810	1
18107	53.029579	6.978940	1.145840	1
9180	53.743601	6.858319	1.145930	1
14781	63.277044	8.344350	1.146256	1
10823	58.195067	7.955829	1.146336	1
136	61.090851	7.660012	1.146380	1
8577	53.065610	6.906059	1.146390	1
9849	56.412095	7.009843	1.146525	1
13082	62.339891	8.392616	1.146714	1
11037	61.707691	8.350751	1.146781	1
12247	61.184634	8.304463	1.146808	1
2054	54.710232	6.889263	1.147000	1
17822	54.369458	7.361307	1.147058	1
18014	55.064917	7.491917	1.147182	1
8116	54.034897	6.862388	1.147327	1
3796	57.327372	7.097388	1.147391	1
4240	57.680635	7.135488	1.147465	1
16256	56.215242	7.679464	1.147620	1
14267	60.943637	8.280989	1.148000	1
10546	63.295029	8.327178	1.148074	1
16231	53.018083	6.928371	1.148216	1
3910	58.751430	7.266941	1.148223	1
10994	63.084942	8.393529	1.148270	1
14538	63.268078	8.353663	1.148270	1
10800	62.347843	7.950256	1.148321	1
18016	55.451610	7.558384	1.148352	1
5341	55.201295	6.917449	1.148356	1
1365	59.880329	7.435878	1.148463	1
12198	63.186706	8.379450	1.148495	1
17025	59.669999	8.140015	1.148539	1
12397	60.630685	8.248661	1.148859	1
2965	60.015809	7.458435	1.149080	1
13608	63.291131	8.337786	1.149091	1
8137	54.269634	6.869185	1.149146	1
10144	61.102888	8.296994	1.149170	1
12751	59.382533	8.105662	1.149198	1
2616	60.722005	7.585988	1.149259	1
19437	54.898583	7.462677	1.149433	1
18958	54.523132	7.392298	1.149502	1
4167	58.339543	7.212999	1.150053	1
21309	58.197106	7.195332	1.150201	1
18506	56.218923	7.680486	1.150224	1
8860	53.121120	6.888417	1.150247	1
4355	59.848681	7.430303	1.150276	1
16216	53.396874	7.133819	1.150316	1
19104	53.784636	7.235174	1.150476	1
9339	54.969211	6.902750	1.150714	1
10560	54.651335	7.417202	1.150790	1
11696	60.191260	8.200739	1.150842	1
12137	63.303106	8.315187	1.151030	1
15491	63.199687	8.226837	1.151201	1
11575	60.330237	8.216358	1.151240	1
2981	58.721621	7.262373	1.151365	1
2706	59.304587	7.344854	1.151571	1
13456	63.302063	8.306626	1.151572	1
11320	63.287545	8.347158	1.151659	1
16998	59.014381	8.060885	1.151690	1
7157	54.913729	6.899318	1.151774	1
